fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,1
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,0
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,0
6.0,0.18,0.27,1.5,0.089,40.0,143.0,0.9923,3.49,0.62,10.8,0
6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,0
6.6,0.3583116685945351,0.2911255542703099,1.5831166859453516,0.020943722286484508,24.281388567577476,85.22511085406198,0.9896893943994609,3.4015583429726757,0.6004327887023658,12.4,0
7.8,0.56,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.93,9.5,1
6.5,0.19,0.28,1.4,0.046,22.0,90.0,0.99038,3.18,0.51,11.7,0
6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,3.4,0.57,9.4,0
7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,1
7.389003738355373,0.2407330841096418,0.35816728972589545,2.0073308410964184,0.03147650467126718,27.07330841096418,138.596803739697,0.9906654607472686,3.282199252328925,0.48586467287713453,12.441353271228655,0
7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.9924,3.23,0.57,10.6,0
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,1
5.455767337641469,0.3028321334116631,0.1869052674107993,4.284964002349893,0.029141606670583155,36.57517998825054,100.14160667058316,0.9905991246694082,3.308496400234989,0.393985600939957,11.89912466940821,0
6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,0
6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,10.8,0
8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,0
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,0
7.9,0.35,0.24,15.6,0.072,44.0,229.0,0.99785,3.03,0.59,10.5,0
5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,12.7,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
7.518214167335115,0.2565741730923488,0.37237637817941865,1.7447527563588372,0.03760796858100234,36.20988974564651,103.89505512717675,0.9914088047128496,3.1797225192770466,0.5673461410976277,11.474066152612096,0
6.264618531059056,0.1786845423764136,0.3109938079059415,1.0128659887057978,0.03987134011294202,39.12865988705798,118.0321649717645,0.9888773690847528,3.311608248588225,0.3977484519764854,13.067835028235505,0
7.1,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,0
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,0
7.5,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,9.5,0
6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,0
6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,0
11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,1
6.8,0.15,0.33,4.7,0.059,31.0,118.0,0.9956,3.43,0.39,9.0,0
7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,8.9,0
6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,3.23,0.46,10.8,0
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,1
6.530586513804501,0.15,0.33156891436591646,6.416480917172992,0.03315425219154555,58.22873904227224,128.0,0.9921236128928401,3.177659824676356,0.6814633445640728,11.976598246763558,0
7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,3.16,0.63,9.6,0
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,1
5.81752426571119,0.3094095321038398,0.24939055498647816,4.482285963115194,0.02947047660519199,35.58857018442403,100.47047660519199,0.9908293336236345,3.3282285963115195,0.47291438524607765,12.129333623634393,0
6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,3.52,0.41,10.4,0
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,0
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,0
7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,0
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,1
7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,0
5.98422309921877,0.24474103307292341,0.2899920371614455,2.683824957291046,0.026473307023436893,53.73705165364617,126.10517933854153,0.9900503268257289,3.4089641322916937,0.6336972025260625,12.773784793750163,0
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,1
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,0
6.998371766276494,0.3602605173957609,0.3204884701170517,10.483554839392593,0.04489904950914265,35.02930820702311,135.00651293489403,0.993488081329144,3.0901302586978803,0.3299674353255299,11.604559054425815,0
6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,0
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,1
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,0
7.240047245696376,0.17513880751173921,0.2451388075117392,7.800236228481879,0.11577554569639847,31.74305962441304,161.31482566510144,0.9947665327417838,3.1751388075117393,0.3894211471048552,10.554164225352176,0
6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,1
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,0
6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,0
6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44,10.5,0
7.359651350220793,0.24217559451545548,0.33975467552870303,2.216139459911683,0.05048418379735049,49.459651350220796,155.78244054845445,0.9939403486497792,3.217650080594941,0.47919302700441585,9.673337565419505,0
7.619475959604595,0.31609419624899815,0.33097379798022974,1.4146600288538602,0.038146600288538605,16.170679942292278,94.24398008656158,0.9913132152496287,3.1187854054822335,0.4526912092332353,11.160941962489982,0
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,0
7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,0
7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,0
5.615542486021985,0.38622391357362545,0.09866482155604497,2.9643952414945316,0.03942211459076929,43.0,118.26668973054944,0.9903435258800264,3.3257788540923072,0.3959979242505506,11.953337946109887,0
7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,0
6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,0
5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,0
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,1
7.450880052714287,0.22,0.3433528900603175,6.966471099396825,0.03150293350904763,13.248533245476189,87.08675576055556,0.9938173511521111,3.0599413298190474,0.4507502172436507,10.666471099396825,0
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,1
7.5,0.34,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,0
7.043105436129968,0.19201953404600275,0.2620195340460027,6.81552718064984,0.09861347371989723,30.899023297699863,159.06406212719963,0.9937368084231938,3.1920195340460027,0.420369145751005,11.060586021380082,0
7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,0
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,0
6.1,0.33,0.3,3.0,0.036,30.0,124.0,0.98922,3.31,0.4,13.1,0
6.6567599303772305,0.19973195126406126,0.3316200348113848,1.6675993037723038,0.039513989556584556,28.70279791131691,94.7027979113169,0.9909741733821839,3.2867599303772304,0.5102797911316912,11.78100174056924,0
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,1
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,1
6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,0.33,12.0,0
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,1
6.633776497736293,0.23571804916997394,0.38337764977362926,1.2545215052819843,0.038675529954725854,44.55850998490862,147.66223502263708,0.9932130314901906,3.342074500754569,0.604281950830026,9.909043010563968,0
7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.9971,3.03,0.54,9.1,0
6.5,0.33,0.38,8.3,0.048,68.0,174.0,0.99492,3.14,0.5,9.6,0
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,0
6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,0
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,1
6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,0
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,1
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,1
6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.9899,3.16,0.48,12.7,0
6.2913099752758255,0.39870296785857295,0.18869002472417462,3.569520197793397,0.026913099752758254,22.913099752758253,108.65239901103301,0.9900774577082547,3.308715910992971,0.5486900247241746,12.826070074172524,0
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.46666667,0
6.6910859944467544,0.25643439777870164,0.3877714986116885,1.1222850138831149,0.04,44.91085994446754,147.04457002776624,0.9933974889361378,3.32,0.5804457002776623,9.684683052755835,0
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.98892,3.41,0.41,12.9,0
9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,0
5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,0
5.4,0.47146550419048683,0.15163792917006955,2.1982757502041728,0.027637929170069544,29.818964585034774,129.67241416598608,0.9893711208705033,3.358879345768679,0.730689699918331,13.36724141659861,0
6.236345224987259,0.21060912916879013,0.295756348332484,3.6968530915859756,0.02875736095818469,55.9695435415605,126.7878174166242,0.9906350864616217,3.335461910005096,0.6736345224987259,12.584873033350322,0
6.992164515402274,0.5234704295018946,0.42686580616090936,6.133953766590148,0.029313419383909065,6.026118281992422,76.13059140996211,0.9912155208635096,3.078955268720303,0.4992164515402273,12.471269889808337,0
6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,0
6.9,0.2554562611702854,0.29181875372342847,8.095468843085712,0.035817495531885846,39.45437388297146,114.22718694148573,0.9921549465268594,3.0840843321805727,0.4699937090422869,11.97275014893714,0
7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,0
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,0
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,0
7.3,0.26,0.53,12.7,0.047,60.5,156.0,0.9984,3.06,0.45,9.1,0
5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,0
5.571487724756082,0.3919251179727423,0.09244532584791748,2.798542022611132,0.03905931067446185,43.0,118.34443342690103,0.9902434956573873,3.3294068932553813,0.38900099157890716,11.968886685380205,0
5.853213412948858,0.22201156375136008,0.3039974302774755,5.546593857861807,0.03406683798150163,61.66709495375408,133.33418990750815,0.9906291260423831,3.19,0.5126349734221982,12.260025697225245,0
7.35645802226998,0.37329465618842944,0.3435267190578527,2.3576183366170955,0.06091725212848506,15.0,30.788091683085476,0.9952966595677951,3.256821375246282,0.7823511460385685,11.635267190578528,1
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,1
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,0
5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44,10.15,0
6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,0
7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.9936,3.06,0.46,9.1,0
5.542817621394291,0.3714364757211418,0.17712704855771644,3.0569518367390733,0.033714549190704726,44.71408810697145,116.71454919070473,0.9894342817621394,3.2457274595352366,0.46712704855771636,12.614226432091437,0
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,0
7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,0
7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.9936,3.09,0.59,10.2,0
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,0
5.219703750634292,0.3004597541814668,0.340131358337562,1.4967160415609513,0.03797372833248761,17.993432083121903,95.98029624936571,0.9894277501419161,3.5565846832233894,0.4789491332995044,12.991461708058473,0
7.3,0.24256110960899935,0.348841664413499,2.6579167793250487,0.0420897933002132,30.185972259775017,175.60520805168738,0.9912433313294242,3.2425611096089995,0.39814027740224983,11.760520805168738,0
7.257314216855428,0.220671445786143,0.3326857831445721,1.7280573494337164,0.03357314216855428,29.42685783144572,116.9328554213857,0.991401199517988,3.3149400241006,0.4829256867421712,11.405514939873434,0
6.123056329457259,0.19512660340223126,0.32564194091301074,2.5358505282082007,0.043923145568475805,99.23056329457259,173.2305632945726,0.9909027852748491,3.257956497760591,0.788725042075833,11.620524261412635,0
7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,0
7.821589472184675,0.3515682105563065,0.434908631099096,3.3177220998648296,0.0773727157774774,15.3136421112613,34.96132627680155,0.9968122865169886,3.3327496838806288,0.834908631099096,12.58045052211709,1
7.2,0.26,0.3,2.1,0.033,50.0,158.0,0.9909,3.33,0.43,12.1,0
6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4,0
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,1
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,0
6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,0
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,0
6.378136302597347,0.18406453446752238,0.33562726051946934,1.1093908236362853,0.04140645344675224,39.31254521038939,118.62509042077878,0.989506968585506,3.335003616831151,0.4125018084155755,12.693691226493797,0
6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.9963,3.24,0.47,10.0,0
10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,1
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,1
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,0
7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,9.1,0
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,1
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,1
6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,0
8.8,0.36,0.44,1.9,0.04,9.0,121.0,0.9953,3.19,0.48,9.9,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
8.272641608347113,0.36951837504436735,0.4259731965363207,1.7564548214919533,0.06664548214919533,5.258192859678134,14.6936446447586,0.9952209234634111,3.2187090357016093,0.8685352318829913,11.411370537298833,1
6.930966552932454,0.28406320822569986,0.28548327646622723,9.49901501752059,0.040857993175947266,36.38066894135091,130.1676587052718,0.9935690334470676,3.214260204721582,0.3369033447067546,11.392899658797363,0
5.9282346578661835,0.22844160594032592,0.2956469315732368,1.453824006600362,0.03241173289330919,14.358826710669081,73.2058664466546,0.9905234676932911,3.3507648013200724,0.5154111920795654,11.387061368535264,0
